,ID,Account,Molecule,Winning_price_per_standard_unit,Province,Region,Tender_Type,Length_of_contract_in_Months,Presentation,Start_date
258,1037,Account19,Molecule4,21.5,Provice5,Region1,Tender Type3,48,Presentation12,2011-05-18
259,1038,Account73,Molecule4,23.8,Provice28,Region18,Tender Type1,36,Presentation12,2011-05-31
261,1041,Account32,Molecule4,20.0,Provice1,Region1,Tender Type1,36,Presentation12,2011-06-29
263,1043,Account111,Molecule4,2.11,Provice15,Region13,Tender Type2,5,Presentation12,2011-09-29
264,1045,Account74,Molecule4,9.5,Provice6,Region5,Tender Type1,36,Presentation12,2011-10-31
266,1053,Account98,Molecule4,1.45,Provice3,Region3,Tender Type4,6,Presentation12,2011-09-11
267,1054,Account2,Molecule4,4.49878,Provice53,Region1,Tender Type1,48,Presentation12,2012-01-01
268,1057,Account61,Molecule4,3.79,Provice25,Region1,Tender Type4,24,Presentation12,2012-01-01
269,1065,Account64,Molecule4,0.8,Provice3,Region3,Tender Type4,12,Presentation12,2012-01-01
270,1072,Account92,Molecule4,1.38,Provice20,Region17,Tender Type4,24,Presentation12,2012-01-01
271,1075,Account95,Molecule4,0.764,Provice21,Region6,Tender Type1,12,Presentation12,2012-01-01
272,1080,Account108,Molecule4,0.59988,Provice4,Region4,Tender Type1,20,Presentation12,2012-01-01
273,1089,Account112,Molecule4,1.0949,Provice2,Region2,Tender Type3,12,Presentation12,2012-01-01
274,1091,Account53,Molecule4,0.87,Provice9,Region8,Tender Type1,48,Presentation12,2012-01-03
275,1097,Account15,Molecule4,0.647,Provice10,Region9,Tender Type1,24,Presentation12,2012-01-04
276,1102,Account96,Molecule4,0.69,Provice7,Region6,Tender Type2,33,Presentation12,2012-01-04
277,1109,Account25,Molecule4,0.73,Provice11,Region10,Tender Type1,12,Presentation12,2012-04-29
278,1113,Account98,Molecule4,0.62,Provice3,Region3,Tender Type4,36,Presentation12,2012-01-05
279,1121,Account5,Molecule4,1.05,Provice36,Region1,Tender Type1,36,Presentation12,2012-07-05
280,1123,Account34,Molecule4,1.283,Provice42,Region19,Tender Type1,36,Presentation12,2012-07-05
281,1130,Account79,Molecule4,0.56,Provice12,Region11,Tender Type3,48,Presentation12,2012-01-08
282,1134,Account111,Molecule4,0.429,Provice15,Region13,Tender Type3,48,Presentation12,2012-01-08
283,1139,Account83,Molecule4,0.6,Provice13,Region10,Tender Type3,48,Presentation12,2012-01-09
284,1147,Account22,Molecule4,0.674,Provice20,Region17,Tender Type1,24,Presentation12,2012-01-10
285,1153,Account27,Molecule4,0.49,Provice14,Region12,Tender Type1,36,Presentation12,2012-01-10
286,1162,Account19,Molecule4,0.45,Provice5,Region1,Tender Type3,31,Presentation12,2012-10-28
287,1165,Account57,Molecule4,0.67,Provice23,Region10,Tender Type4,12,Presentation12,2012-01-11
288,1169,Account112,Molecule4,0.56,Provice2,Region2,Tender Type3,12,Presentation12,2012-07-12
289,1172,Account27,Molecule4,0.6,Provice14,Region12,Tender Type3,24,Presentation12,2013-01-02
290,1176,Account58,Molecule4,1.58,Provice1,Region1,Tender Type4,12,Presentation12,2013-01-02
291,1181,Account73,Molecule4,0.58,Provice28,Region18,Tender Type3,36,Presentation12,2013-02-20
292,1185,Account107,Molecule4,0.678,Provice19,Region16,Tender Type3,12,Presentation12,2013-01-03
293,1188,Account11,Molecule4,0.718,Provice1,Region1,Tender Type1,48,Presentation12,2013-01-05
294,1190,Account76,Molecule4,0.594,Provice49,Region3,Tender Type3,36,Presentation12,2013-05-20
295,1191,Account43,Molecule4,0.7,Provice43,Region20,Tender Type1,36,Presentation12,2013-01-06
296,1196,Account49,Molecule4,0.699,Provice16,Region14,Tender Type1,24,Presentation12,2013-06-06
297,1201,Account27,Molecule4,0.594,Provice14,Region12,Tender Type3,48,Presentation12,2013-06-21
298,1203,Account94,Molecule4,0.69,Provice47,Region6,Tender Type1,6,Presentation12,2013-01-07
299,1204,Account115,Molecule4,0.674,Provice54,Region7,Tender Type3,24,Presentation12,2013-01-07
300,1206,Account111,Molecule4,0.689,Provice15,Region13,Tender Type3,12,Presentation12,2013-01-11
301,1208,Account82,Molecule4,0.689,Provice44,Region5,Tender Type2,6,Presentation12,2013-11-30
302,1209,Account58,Molecule4,1.0,Provice1,Region1,Tender Type4,12,Presentation12,2014-01-02
303,1211,Account28,Molecule4,0.68,Provice17,Region15,Tender Type3,48,Presentation12,2014-02-21
304,1214,Account28,Molecule4,0.734,Provice17,Region15,Tender Type3,48,Presentation12,2014-02-21
305,1215,Account84,Molecule4,0.684,Provice18,Region5,Tender Type3,36,Presentation12,2014-12-03
306,1217,Account59,Molecule4,0.7,Provice27,Region1,Tender Type1,36,Presentation12,2014-01-04
307,1226,Account112,Molecule4,0.663,Provice2,Region2,Tender Type3,9,Presentation12,2014-01-04
308,1228,Account107,Molecule4,0.689,Provice19,Region16,Tender Type1,36,Presentation12,2014-01-05
309,1231,Account70,Molecule4,0.699,Provice39,Region14,Tender Type3,36,Presentation12,2014-12-05
310,1233,Account29,Molecule4,0.594,Provice1,Region1,Tender Type1,12,Presentation12,2014-08-15
311,1234,Account29,Molecule4,0.594,Provice1,Region1,Tender Type1,12,Presentation12,2014-08-15
312,1236,Account68,Molecule4,0.785,Provice23,Region10,Tender Type2,24,Presentation12,2014-01-09
313,1240,Account95,Molecule4,0.652,Provice21,Region6,Tender Type3,24,Presentation12,2014-01-11
314,1243,Account112,Molecule4,0.64,Provice2,Region2,Tender Type3,12,Presentation12,2015-01-01
315,1244,Account111,Molecule4,0.624,Provice15,Region13,Tender Type3,22,Presentation12,2015-07-01
316,1247,Account23,Molecule4,0.728,Provice22,Region5,Tender Type3,36,Presentation12,2015-12-01
317,1250,Account27,Molecule4,0.653,Provice14,Region12,Tender Type3,36,Presentation12,2015-12-02
318,1253,Account91,Molecule4,0.624,Provice10,Region9,Tender Type3,36,Presentation12,2015-02-24
319,1256,Account109,Molecule4,0.639,Provice8,Region7,Tender Type1,24,Presentation12,2015-03-16
320,1257,Account102,Molecule4,2.0,Provice24,Region1,Tender Type4,36,Presentation12,2015-04-29
321,1263,Account19,Molecule4,0.85,Provice5,Region1,Tender Type3,12,Presentation12,2015-05-31
322,1264,Account66,Molecule4,0.89,Provice4,Region4,Tender Type1,19,Presentation12,2015-01-06
323,1267,Account33,Molecule4,0.85,Provice1,Region1,Tender Type3,36,Presentation12,2015-06-06
324,1268,Account99,Molecule4,0.75,Provice4,Region4,Tender Type3,24,Presentation12,2015-06-15
325,1269,Account58,Molecule4,0.985,Provice1,Region1,Tender Type4,12,Presentation12,2015-01-07
326,1271,Account20,Molecule4,0.84,Provice25,Region1,Tender Type3,48,Presentation12,2016-01-01
332,1278,Account73,Molecule4,1.48184,Provice28,Region18,Tender Type1,36,Presentation13,2011-05-31
333,1279,Account32,Molecule4,1.35,Provice1,Region1,Tender Type1,36,Presentation13,2011-06-29
334,1282,Account64,Molecule4,0.09,Provice3,Region3,Tender Type4,12,Presentation13,2012-01-01
335,1286,Account95,Molecule4,0.1212,Provice21,Region6,Tender Type1,12,Presentation13,2012-01-01
336,1288,Account112,Molecule4,0.14182,Provice2,Region2,Tender Type3,12,Presentation13,2012-01-01
337,1294,Account109,Molecule4,0.25,Provice8,Region7,Tender Type1,24,Presentation13,2012-12-01
338,1300,Account15,Molecule4,0.09,Provice10,Region9,Tender Type1,24,Presentation13,2012-03-15
339,1306,Account52,Molecule4,0.09,Provice26,Region9,Tender Type1,24,Presentation13,2012-03-15
340,1311,Account96,Molecule4,0.08801,Provice7,Region6,Tender Type2,36,Presentation13,2012-01-04
341,1315,Account88,Molecule4,0.0902,Provice4,Region4,Tender Type1,24,Presentation13,2012-03-04
342,1319,Account25,Molecule4,0.09,Provice11,Region10,Tender Type1,12,Presentation13,2012-04-29
343,1326,Account34,Molecule4,0.168,Provice42,Region19,Tender Type1,36,Presentation13,2012-07-05
344,1329,Account111,Molecule4,0.07049,Provice15,Region13,Tender Type3,48,Presentation13,2012-01-07
345,1330,Account83,Molecule4,0.0902,Provice13,Region10,Tender Type3,48,Presentation13,2012-01-09
346,1334,Account112,Molecule4,0.09786,Provice2,Region2,Tender Type3,12,Presentation13,2012-07-12
347,1337,Account73,Molecule4,0.0902,Provice28,Region18,Tender Type3,36,Presentation13,2013-02-20
348,1339,Account107,Molecule4,0.07091,Provice19,Region16,Tender Type3,12,Presentation13,2013-01-03
349,1341,Account37,Molecule4,0.087,Provice27,Region1,Tender Type1,36,Presentation13,2013-03-31
350,1343,Account43,Molecule4,0.3,Provice43,Region20,Tender Type1,36,Presentation13,2013-01-06
351,1344,Account27,Molecule4,,Provice14,Region12,Tender Type3,48,Presentation13,2013-06-21
352,1346,Account76,Molecule4,0.154,Provice49,Region3,Tender Type3,36,Presentation13,2013-01-09
353,1349,Account112,Molecule4,0.06382,Provice2,Region2,Tender Type3,12,Presentation13,2014-01-01
354,1350,Account28,Molecule4,0.213,Provice17,Region15,Tender Type3,48,Presentation13,2014-02-21
355,1355,Account84,Molecule4,0.1875,Provice18,Region5,Tender Type3,36,Presentation13,2014-12-03
356,1358,Account107,Molecule4,,Provice19,Region16,Tender Type1,36,Presentation13,2014-01-05
357,1360,Account111,Molecule4,,Provice15,Region13,Tender Type3,30,Presentation13,2014-01-05
358,1362,Account86,Molecule4,,Provice4,Region4,Tender Type1,36,Presentation13,2014-10-07
359,1364,Account29,Molecule4,0.1846,Provice1,Region1,Tender Type1,12,Presentation13,2014-08-15
360,1365,Account106,Molecule4,0.36,Provice4,Region4,Tender Type5,24,Presentation13,2014-10-14
361,1367,Account111,Molecule4,,Provice15,Region13,Tender Type3,24,Presentation13,2014-10-31
362,1370,Account95,Molecule4,0.154,Provice21,Region6,Tender Type3,24,Presentation13,2014-01-11
363,1372,Account108,Molecule4,0.05,Provice4,Region4,Tender Type3,24,Presentation13,2014-03-11
364,1374,Account112,Molecule4,,Provice2,Region2,Tender Type3,12,Presentation13,2015-01-01
365,1375,Account111,Molecule4,0.108,Provice15,Region13,Tender Type3,22,Presentation13,2015-07-01
366,1377,Account23,Molecule4,,Provice22,Region5,Tender Type3,36,Presentation13,2015-12-01
367,1381,Account27,Molecule4,,Provice14,Region12,Tender Type3,36,Presentation13,2015-12-02
368,1384,Account93,Molecule4,0.17096,Provice10,Region9,Tender Type4,31,Presentation13,2015-01-03
369,1387,Account109,Molecule4,0.136,Provice8,Region7,Tender Type1,24,Presentation13,2015-03-16
370,1391,Account112,Molecule4,0.128,Provice2,Region2,Tender Type3,9,Presentation13,2015-06-04
371,1394,Account75,Molecule4,0.27,Provice30,Region1,Tender Type2,12,Presentation13,2015-05-15
372,1395,Account107,Molecule4,,Provice19,Region16,Tender Type3,36,Presentation13,2015-05-22
373,1397,Account33,Molecule4,0.3,Provice1,Region1,Tender Type3,36,Presentation13,2015-06-06
374,1398,Account107,Molecule4,0.1076,Provice19,Region16,Tender Type3,36,Presentation13,2015-06-10
391,1415,Account19,Molecule4,1.98,Provice5,Region1,Tender Type3,48,Presentation14,2011-05-18
392,1416,Account73,Molecule4,2.37003,Provice28,Region18,Tender Type1,36,Presentation14,2011-05-31
397,1431,Account3,Molecule4,0.2508,Provice2,Region2,Tender Type4,6,Presentation14,2011-10-31
398,1433,Account74,Molecule4,1.6,Provice6,Region5,Tender Type1,36,Presentation14,2011-10-31
399,1435,Account98,Molecule4,0.1408,Provice3,Region3,Tender Type4,6,Presentation14,2011-09-11
400,1439,Account2,Molecule4,0.395,Provice53,Region1,Tender Type1,48,Presentation14,2012-01-01
401,1444,Account64,Molecule4,0.1408,Provice3,Region3,Tender Type4,12,Presentation14,2012-01-01
402,1450,Account92,Molecule4,0.2166,Provice20,Region17,Tender Type4,24,Presentation14,2012-01-01
403,1456,Account95,Molecule4,0.148,Provice21,Region6,Tender Type1,12,Presentation14,2012-01-01
404,1463,Account112,Molecule4,0.1938,Provice2,Region2,Tender Type3,12,Presentation14,2012-01-01
405,1464,Account109,Molecule4,0.37,Provice8,Region7,Tender Type1,24,Presentation14,2012-12-01
406,1469,Account32,Molecule4,0.19843,Provice1,Region1,Tender Type2,32,Presentation14,2012-01-31
407,1470,Account66,Molecule4,0.141,Provice4,Region4,Tender Type2,12,Presentation14,2012-02-29
408,1477,Account53,Molecule4,0.15989,Provice9,Region8,Tender Type1,48,Presentation14,2012-01-03
409,1483,Account15,Molecule4,0.14,Provice10,Region9,Tender Type1,24,Presentation14,2012-03-15
410,1490,Account52,Molecule4,0.14,Provice26,Region9,Tender Type1,24,Presentation14,2012-03-15
411,1498,Account96,Molecule4,0.13598,Provice7,Region6,Tender Type2,36,Presentation14,2012-01-04
412,1500,Account88,Molecule4,0.1408,Provice4,Region4,Tender Type1,24,Presentation14,2012-03-04
413,1506,Account25,Molecule4,0.14,Provice11,Region10,Tender Type1,12,Presentation14,2012-04-29
414,1510,Account98,Molecule4,0.1408,Provice3,Region3,Tender Type4,36,Presentation14,2012-01-05
415,1516,Account5,Molecule4,0.228,Provice36,Region1,Tender Type1,36,Presentation14,2012-07-05
416,1522,Account34,Molecule4,0.2,Provice42,Region19,Tender Type1,36,Presentation14,2012-07-05
417,1527,Account47,Molecule4,0.1408,Provice4,Region4,Tender Type4,12,Presentation14,2012-05-17
418,1532,Account111,Molecule4,0.11199,Provice15,Region13,Tender Type3,48,Presentation14,2012-01-07
419,1537,Account79,Molecule4,0.142,Provice12,Region11,Tender Type3,48,Presentation14,2012-01-08
420,1540,Account83,Molecule4,0.1,Provice13,Region10,Tender Type3,48,Presentation14,2012-01-09
421,1544,Account22,Molecule4,0.19,Provice20,Region17,Tender Type1,24,Presentation14,2012-01-10
422,1550,Account27,Molecule4,0.098,Provice14,Region12,Tender Type1,36,Presentation14,2012-01-10
423,1552,Account19,Molecule4,0.13,Provice5,Region1,Tender Type3,31,Presentation14,2012-10-28
424,1556,Account112,Molecule4,0.14729,Provice2,Region2,Tender Type3,12,Presentation14,2012-07-12
425,1559,Account27,Molecule4,0.133,Provice14,Region12,Tender Type3,24,Presentation14,2013-01-02
426,1560,Account58,Molecule4,0.273,Provice1,Region1,Tender Type4,12,Presentation14,2013-01-02
427,1566,Account73,Molecule4,0.1,Provice28,Region18,Tender Type3,36,Presentation14,2013-02-20
428,1569,Account107,Molecule4,0.1385,Provice19,Region16,Tender Type3,12,Presentation14,2013-01-03
429,1573,Account108,Molecule4,0.09999,Provice4,Region4,Tender Type3,14,Presentation14,2013-03-18
430,1576,Account37,Molecule4,0.14,Provice27,Region1,Tender Type1,36,Presentation14,2013-03-31
431,1577,Account11,Molecule4,0.18,Provice1,Region1,Tender Type1,48,Presentation14,2013-01-05
432,1578,Account76,Molecule4,0.145,Provice49,Region3,Tender Type3,36,Presentation14,2013-05-20
433,1579,Account43,Molecule4,0.14999,Provice43,Region20,Tender Type1,36,Presentation14,2013-01-06
434,1582,Account49,Molecule4,0.135,Provice16,Region14,Tender Type1,24,Presentation14,2013-06-06
435,1585,Account27,Molecule4,0.139,Provice14,Region12,Tender Type3,48,Presentation14,2013-06-21
436,1586,Account82,Molecule4,0.1565,Provice44,Region5,Tender Type2,6,Presentation14,2013-11-30
437,1589,Account112,Molecule4,,Provice2,Region2,Tender Type3,12,Presentation14,2014-01-01
438,1590,Account58,Molecule4,0.198,Provice1,Region1,Tender Type4,12,Presentation14,2014-01-02
439,1594,Account28,Molecule4,0.19312,Provice17,Region15,Tender Type3,48,Presentation14,2014-02-21
440,1599,Account84,Molecule4,0.1445,Provice18,Region5,Tender Type3,36,Presentation14,2014-12-03
441,1602,Account59,Molecule4,0.141,Provice27,Region1,Tender Type1,36,Presentation14,2014-01-04
442,1606,Account112,Molecule4,0.216,Provice2,Region2,Tender Type3,9,Presentation14,2014-01-04
443,1609,Account107,Molecule4,,Provice19,Region16,Tender Type1,36,Presentation14,2014-01-05
444,1610,Account111,Molecule4,,Provice15,Region13,Tender Type3,30,Presentation14,2014-01-05
445,1612,Account31,Molecule4,0.178,Provice20,Region17,Tender Type3,24,Presentation14,2014-05-30
446,1614,Account80,Molecule4,0.23,Provice24,Region1,Tender Type1,36,Presentation14,2014-01-07
447,1617,Account29,Molecule4,0.141,Provice1,Region1,Tender Type1,12,Presentation14,2014-08-15
448,1618,Account90,Molecule4,0.23899,Provice50,Region6,Tender Type1,36,Presentation14,2014-01-09
449,1619,Account106,Molecule4,0.2048,Provice4,Region4,Tender Type5,24,Presentation14,2014-10-14
450,1623,Account111,Molecule4,,Provice15,Region13,Tender Type3,24,Presentation14,2014-10-31
451,1625,Account95,Molecule4,0.205,Provice21,Region6,Tender Type3,24,Presentation14,2014-01-11
452,1627,Account112,Molecule4,0.168,Provice2,Region2,Tender Type3,12,Presentation14,2015-01-01
453,1631,Account23,Molecule4,,Provice22,Region5,Tender Type3,36,Presentation14,2015-12-01
454,1633,Account27,Molecule4,0.21243,Provice14,Region12,Tender Type3,36,Presentation14,2015-12-02
455,1637,Account93,Molecule4,0.21584,Provice10,Region9,Tender Type4,31,Presentation14,2015-01-03
456,1641,Account109,Molecule4,0.178,Provice8,Region7,Tender Type1,24,Presentation14,2015-03-16
457,1644,Account111,Molecule4,,Provice15,Region13,Tender Type3,18,Presentation14,2015-01-04
458,1645,Account102,Molecule4,0.2247,Provice24,Region1,Tender Type4,36,Presentation14,2015-04-29
459,1647,Account107,Molecule4,,Provice19,Region16,Tender Type3,36,Presentation14,2015-05-22
460,1649,Account19,Molecule4,0.2,Provice5,Region1,Tender Type3,12,Presentation14,2015-05-31
461,1655,Account33,Molecule4,0.2,Provice1,Region1,Tender Type3,36,Presentation14,2015-06-06
462,1656,Account99,Molecule4,0.2,Provice4,Region4,Tender Type3,24,Presentation14,2015-06-15
463,1657,Account58,Molecule4,0.196,Provice1,Region1,Tender Type4,12,Presentation14,2015-01-07
464,1658,Account31,Molecule4,0.085,Provice20,Region17,Tender Type3,12,Presentation14,2015-08-09
465,1659,Account107,Molecule4,0.1975,Provice19,Region16,Tender Type3,36,Presentation14,2015-06-10
466,1660,Account111,Molecule4,0.168,Provice15,Region13,Tender Type3,15,Presentation14,2015-10-13
467,1662,Account20,Molecule4,0.46,Provice25,Region1,Tender Type3,48,Presentation14,2016-01-01
